Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,KMD
3887,737.233967,0.2851,504380.69,736.4109,737,-411
3888,416.568605,0.8469,224676.52,416.1035,417,-104
3889,814.971552,0.8465,477506.52,814.0617,815,-62
3890,509.139891,0.8461,569523.69,508.5715,509,429
3891,412.954255,0.4336,906299.33,412.4932,413,-493
3892,426.969915,0.8455,977087.56,426.4932,427,-493
3893,248.992168,0.6187,1528398.65,248.7142,249,286
3894,445.211317,0.8441,874551.74,444.7143,445,286
3895,665.176473,0.843,624526.23,664.4338,665,-434
3896,681.051078,0.4851,554393.92,680.2907,681,-291
3897,695.066719,0.7586,599322.95,694.2907,695,-291
3898,709.082352,0.7664,570898.73,708.2907,709,-291
3899,723.097997,0.843,579317.55,722.2907,723,-291
3900,751.129324,0.6583,500984.31,750.2907,751,-291
3901,765.144905,0.4576,508608.43,764.2907,765,-291
3902,779.160709,0.2898,446337.28,778.2908,779,-291
3903,603.076811,0.8408,708911.27,602.4035,603,-404
3904,416.569356,0.8383,224140.11,416.1043,417,-104
3905,769.286703,0.8378,572492.57,768.4278,769,-428
3906,179.05654,0.8373,1989857.29,178.8566,179,143
3907,627.16083,0.8354,667816.53,626.4606,627,-461
3908,317.130491,0.8339,1128007.14,316.7764,317,224
3909,677.176481,0.8323,637460.5,676.4204,677,-420
3910,496.992666,0.3901,779324.11,496.4378,497,-438
3911,511.008321,0.6523,738907.56,510.4378,511,-438
3912,525.023975,0.8001,777183.8,524.4378,525,-438
3913,539.039623,0.8309,737090.1,538.4378,539,-438
3914,567.070973,0.4336,783371.2,566.4379,567,-438
3915,793.019578,0.2868,509780.63,792.1342,793,-134
3916,807.035294,0.7576,507741.16,806.1343,807,-134
3917,821.051017,0.8302,512030.95,820.1344,821,-134
3918,849.082206,0.3921,477703.35,848.1342,849,-134
3919,205.086531,0.8285,1824520.75,204.8576,205,142
3920,309.096876,0.8275,1414919.92,308.7518,309,248
3921,681.10268,0.8272,633523.45,680.3423,681,-342
3922,277.099201,0.5106,1438658.19,276.7898,277,210
3923,291.114849,0.8269,1340987.36,290.7898,291,210
3924,319.146156,0.4986,1137866.34,318.7898,319,210
3925,327.12256,0.8222,1391762.22,326.7573,327,243
3926,633.113858,0.3169,629015.86,632.407,633,-407
3927,647.129551,0.5608,650712.88,646.4071,647,-407
3928,661.145186,0.734,637557.54,660.407,661,-407
3929,675.160882,0.8216,616336.69,674.4071,675,-407
3930,703.192117,0.6637,597031.41,702.407,703,-407
3931,717.207779,0.5182,561077.21,716.4071,717,-407
3932,731.22337,0.414,627831.45,730.407,731,-407
3933,347.141052,0.8214,1103671.03,346.7535,347,247
3934,577.145164,0.8211,697916.9,576.5008,577,499
3935,601.213878,0.8206,712850.55,600.5427,601,457
3936,416.966427,0.5189,1069978.97,416.5009,417,499
3937,430.982073,0.7161,939706.61,430.5009,431,499
3938,444.99774,0.8205,899124.8,444.5009,445,499
3939,473.029077,0.3972,842499.1,472.501,473,499
3940,757.118756,0.8204,549133.7,756.2735,757,-273
3941,343.117351,0.82,1316508.25,342.7343,343,266
3942,707.066701,0.3392,672641.09,706.2773,707,-277
3943,721.082409,0.5403,581971.35,720.2774,721,-277
3944,735.097995,0.8122,573613.26,734.2773,735,-277
3945,749.113668,0.82,569890.45,748.2773,749,-277
3946,777.144973,0.4342,477320.63,776.2773,777,-277
3947,427.126465,0.8182,874719.1,426.6496,427,350
3948,483.165226,0.8147,1161884.12,482.6258,483,374
3949,497.180824,0.816,279948.45,496.6257,497,374
3950,462.903228,0.5803,856045.46,462.3864,463,-386
3951,476.918879,0.8146,876272.2,476.3864,477,-386
3952,504.950167,0.452,755402.25,504.3864,505,-386
3953,185.060829,0.24,2201808.81,184.8542,185,146
3954,199.07647,0.6302,2093607.41,198.8542,199,146
3955,213.092112,0.8131,1847323.28,212.8542,213,146
3956,241.123395,0.6485,1701727.65,240.8542,241,146
3957,255.139055,0.4231,1546620.99,254.8542,255,146
3958,843.796218,0.4916,147956.27,842.8542,843,146
3959,681.171381,0.8119,610136.66,680.4109,681,-411
3960,307.133962,0.8084,1199603.83,306.7911,307,209
3961,233.082561,0.808,1533972.33,232.8223,233,178
3962,717.072287,0.385,603744.07,716.2717,717,-272
3963,731.08785,0.6612,621536.95,730.2716,731,-272
3964,745.103464,0.8067,561536.61,744.2716,745,-272
3965,773.134771,0.3113,589270.23,772.2716,773,-272
3966,475.160245,0.8061,327663.2,474.6298,475,370
3967,265.107335,0.8059,1482653.85,264.8114,265,189
3968,733.213971,0.3924,571920.37,732.3954,733,-395
3969,747.229584,0.5509,496220.16,746.3953,747,-395
3970,761.245239,0.6926,556091.48,760.3953,761,-395
3971,775.260901,0.7162,558914.96,774.3954,775,-395
3972,789.276537,0.689,531155.5,788.3953,789,-395
3973,803.292204,0.8048,513296.24,802.3954,803,-395
3974,831.323474,0.5153,510566.72,830.3953,831,-395
3975,845.339059,0.3043,456305.53,844.3953,845,-395
3976,711.20842,0.3427,565971.22,710.4144,711,-414
3977,725.22405,0.6317,562757.77,724.4144,725,-414
3978,739.239738,0.5532,586816.13,738.4144,739,-414
3979,753.255354,0.8043,566347.21,752.4144,753,-414
3980,781.286615,0.7132,555446.21,780.4143,781,-414
3981,795.302349,0.5603,469977.96,794.4144,795,-414
3982,809.318003,0.4736,496430.33,808.4144,809,-414
3983,823.333557,0.2815,472131.41,822.4143,823,-414
3984,573.098611,0.324,739658.99,572.4588,573,-459
3985,587.114265,0.804,725528.2,586.4588,587,-459
3986,615.145546,0.3537,649714.17,614.4588,615,-459
3987,715.20335,0.3064,556741.79,714.4049,715,-405
3988,729.218983,0.54,564784.22,728.4048,729,-405
3989,743.234633,0.7166,572659.25,742.4048,743,-405
3990,757.250327,0.8021,525524.13,756.4049,757,-405
3991,785.281617,0.7469,535177.44,784.4049,785,-405
3992,799.297242,0.6871,497289.13,798.4049,799,-405
3993,813.312906,0.6471,514478.43,812.4049,813,-405
3994,827.328628,0.399,526716.99,826.405,827,-405
3995,181.050779,0.3425,618310.68,180.8486,181,151
3996,195.066451,0.802,560896.92,194.8487,195,151
3997,537.077453,0.3731,768045.59,536.4778,537,-478
3998,551.093103,0.6966,752136.29,550.4778,551,-478
3999,565.10879,0.8019,749948.68,564.4779,565,-478
4000,593.140094,0.7156,705162.32,592.4779,593,-478
4001,607.155694,0.6042,654024.05,606.4778,607,-478
4002,621.171363,0.4294,657712.58,620.4779,621,-478
4003,191.107771,0.8014,2018949.97,190.8944,191,106
4004,411.131551,0.8011,1005532.07,410.6725,411,327
4005,339.199921,0.8003,1057844.76,338.8212,339,179
4006,331.109761,0.708,1145828.71,330.7401,331,260
4007,345.125404,0.7993,1031177.82,344.7401,345,260
4008,373.156727,0.6121,959195.04,372.7401,373,260
4009,387.172384,0.4787,986511.6,386.7401,387,260
4010,629.118901,0.4702,725499.6,628.4165,629,-417
4011,643.134557,0.6341,679616.4,642.4165,643,-417
4012,657.150267,0.7929,605244.64,656.4166,657,-417
4013,671.165877,0.7991,657319.93,670.4166,671,-417
4014,699.197202,0.5713,547650.85,698.4166,699,-417
4015,713.212855,0.4359,618335.32,712.4166,713,-417
4016,727.228557,0.3095,514958.96,726.4166,727,-417
4017,285.115101,0.7979,1399293.94,284.7968,285,203
4018,503.136707,0.4373,763334.31,502.575,503,425
4019,517.152324,0.7521,828541.63,516.5749,517,425
4020,531.167997,0.7952,778921.94,530.575,531,425
4021,559.199225,0.5568,717965.01,558.5749,559,425
4022,573.214942,0.3333,694197.63,572.575,573,425
4023,765.276509,0.7946,529399.53,764.4221,765,-422
4024,771.265919,0.7945,543167.78,770.4048,771,-405
4025,429.12098,0.7928,914882.55,428.6419,429,358
4026,569.13417,0.7922,720786.78,568.4988,569,-499
4027,763.114105,0.7919,539132.49,762.2621,763,-262
4028,387.11042,0.7892,843062.49,386.6782,387,322
4029,416.568061,0.7881,221060.48,416.103,417,-103
4030,601.108784,0.5284,691647.77,600.4377,601,-438
4031,615.124427,0.7148,644773.78,614.4377,615,-438
4032,629.140103,0.7651,695086.61,628.4377,629,-438
4033,643.155775,0.7739,716614.09,642.4377,643,-438
4034,657.171407,0.7866,646628.74,656.4377,657,-438
4035,685.20269,0.4106,612218.62,684.4377,685,-438
4036,454.982102,0.6191,921795.19,454.4741,455,-474
4037,468.997757,0.6609,911638.15,468.4741,469,-474
4038,483.013397,0.7861,852564.77,482.4741,483,-474
4039,511.044731,0.5046,778994.01,510.4742,511,-474
4040,495.167954,0.7842,836150.4,494.6151,495,385
4041,639.187316,0.3623,590991.08,638.4737,639,-474
4042,653.20293,0.6085,654940.67,652.4737,653,-474
4043,667.218549,0.771,645108.11,666.4736,667,-474
4044,681.234232,0.7815,639635.51,680.4737,681,-474
4045,709.265518,0.6738,585476.98,708.4737,709,-474
4046,723.281155,0.5607,599179.96,722.4736,723,-474
4047,737.29688,0.4451,562726,736.4737,737,-474
4048,697.061195,0.2879,539824.26,696.283,697,-283
4049,711.076882,0.5578,572017.98,710.283,711,-283
4050,725.092519,0.6834,552495.31,724.283,725,-283
4051,739.10818,0.7794,550045.82,738.283,739,-283
4052,767.139463,0.6231,505662.52,766.283,767,-283
4053,781.155138,0.4469,507607.26,780.283,781,-283
4054,589.129924,0.7769,608650.18,588.4722,589,-472
4055,345.132992,0.7765,1264012.88,344.7477,345,252
4056,696.908496,0.5217,604501.58,696.1304,697,-130
4057,710.924182,0.6896,610104.19,710.1305,711,-130
4058,724.939866,0.7724,559300.9,724.1305,725,-131
4059,533.183598,0.7722,744139.19,532.5883,533,412
4060,527.207553,0.7718,808051.78,526.619,527,381
4061,405.120976,0.7716,1022023.86,404.6687,405,331
4062,441.157378,0.7714,955183.01,440.6648,441,335
4063,261.076062,0.7705,1476394.65,260.7846,261,215
4064,445.115907,0.769,938541.03,444.619,445,381
4065,473.14721,0.4351,864153.21,472.619,473,381
4066,487.162837,0.4681,835461.62,486.6189,487,381
4067,499.196438,0.7689,1205910.5,498.6391,499,361
4068,737.113655,0.7675,572764.02,736.2907,737,-291
4069,741.003438,0.3926,597859.45,740.1761,741,-176
4070,755.019137,0.7443,526481.11,754.1762,755,-176
4071,769.034776,0.7673,518024.45,768.1762,769,-176
4072,797.06624,0.4,497903.97,796.1764,797,-176
4073,445.087588,0.7669,914108.35,444.5907,445,409
4074,553.108767,0.7668,714091.68,552.4912,553,-491
4075,733.082471,0.403,548008.5,732.264,733,-264
4076,747.098083,0.6393,586247.66,746.264,747,-264
4077,761.113651,0.7667,566038.53,760.2639,761,-264
4078,789.144978,0.584,557055.7,788.2639,789,-264
4079,803.160796,0.4582,522357.36,802.2641,803,-264
4080,667.050602,0.4083,642925.34,666.3059,667,-306
4081,681.066287,0.514,600268.92,680.3059,681,-306
4082,695.081937,0.712,631308.38,694.3059,695,-306
4083,709.097678,0.7433,602161.1,708.306,709,-306
4084,723.113251,0.7664,567833.79,722.3059,723,-306
4085,751.144533,0.4147,518234.49,750.3059,751,-306
4086,777.276528,0.7634,552338.37,776.4087,777,-409
4087,211.081808,0.7632,1877556.97,210.8461,211,154
4088,200.971764,0.3218,2124846.7,200.7474,201,253
4089,214.98741,0.7628,1866388.6,214.7474,215,253
4090,243.018697,0.4347,1609719.69,242.7474,243,253
4091,509.136972,0.7617,639426.12,508.5685,509,431
4092,335.112332,0.76,1305004.19,334.7382,335,262
4093,699.061613,0.3129,649108.49,698.2811,699,-281
4094,713.077297,0.6753,634588.23,712.2812,713,-281
4095,727.092918,0.7596,572559.55,726.2812,727,-281
4096,755.124275,0.5561,553265.01,754.2812,755,-281
4097,769.139948,0.3421,468120.32,768.2812,769,-281
4098,783.155615,0.321,527896.78,782.2813,783,-281
4099,923.312208,0.3332,346517.86,922.2814,923,-281
4100,457.131163,0.5717,893203.97,456.6208,457,379
4101,471.146807,0.6987,909189.32,470.6208,471,379
4102,485.162477,0.7591,866829.2,484.6208,485,379
4103,513.193826,0.4701,835071.88,512.6209,513,379
4104,290.565256,0.7574,1395103.77,290.2409,291,-241
4105,893.238253,0.3608,369820.56,892.241,893,-241
4106,713.208843,0.2742,620754.52,712.4126,713,-413
4107,727.224491,0.3965,567203.69,726.4126,727,-413
4108,741.240103,0.6012,530262.46,740.4125,741,-413
4109,755.255844,0.6059,533378.31,754.4126,755,-413
4110,769.271562,0.7561,632074.93,768.4127,769,-413
4111,797.302749,0.4937,533581.74,796.4126,797,-413
4112,811.31837,0.417,535003.3,810.4126,811,-413
4113,585.092765,0.323,743780.1,584.4395,585,-440
4114,599.108363,0.544,681271.34,598.4395,599,-439
4115,613.123987,0.7553,679157.79,612.4395,613,-439
4116,627.139667,0.749,641094,626.4395,627,-439
4117,641.155327,0.7528,678295.29,640.4395,641,-440
4118,655.170991,0.7558,612091.91,654.4395,655,-440
4119,683.202285,0.4301,666186.81,682.4395,683,-440
4120,319.097559,0.5305,1163150.28,318.7413,319,259
4121,333.11322,0.699,1081683.84,332.7413,333,259
4122,347.128857,0.7541,1075430.73,346.7413,347,259
4123,375.160178,0.5539,984868.43,374.7413,375,259
4124,695.249863,0.7537,594016.3,694.4736,695,-474
4125,673.181567,0.753,616476.33,672.43,673,-430
4126,674.99292,0.386,635746.82,674.2393,675,-239
4127,689.008514,0.7504,598020.01,688.2393,689,-239
4128,717.039908,0.3891,595984.82,716.2394,717,-239
4129,805.019543,0.307,524818.04,804.1208,805,-121
4130,819.035253,0.6228,525747.83,818.1208,819,-121
4131,833.050854,0.7488,519315.17,832.1208,833,-121
4132,861.082193,0.4981,496356.74,860.1208,861,-121
4133,467.134063,0.5679,331284.43,466.6125,467,387
4134,481.149574,0.5112,272355.54,480.6124,481,388
4135,495.165163,0.6614,1120483.73,494.6123,495,388
4136,509.180773,0.7486,272472.12,508.6123,509,388
4137,741.123834,0.7482,527950.54,740.2964,741,-296
4138,443.151899,0.7471,971091.72,442.6571,443,343
4139,689.176495,0.7469,633871.58,688.4071,689,-407
4140,497.15122,0.7468,804973.64,496.5962,497,404
4141,525.182549,0.3428,684256.06,524.5962,525,404
4142,273.112372,0.7452,1417932.13,272.8075,273,193
4143,509.13522,0.7441,238915.68,508.5668,509,433
4144,469.018898,0.7436,900838.53,468.4953,469,-495
4145,579.124439,0.7436,716191.79,578.4779,579,-478
4146,710.99295,0.4967,582739.02,710.1992,711,-199
4147,725.008579,0.6095,521408.89,724.1991,725,-199
4148,739.024261,0.7427,539368.69,738.1992,739,-199
4149,767.05546,0.4459,533677.26,766.1991,767,-199
4150,781.071194,0.2917,495261.55,780.1992,781,-199
4151,479.170344,0.6264,279499.83,478.6354,479,365
4152,493.185968,0.7427,1148452.12,492.6353,493,365
4153,255.068152,0.4692,1565185.32,254.7834,255,217
4154,269.083796,0.541,1433778.47,268.7834,269,217
4155,283.099449,0.7425,1347708.31,282.7834,283,217
4156,311.130742,0.721,1190367.44,310.7834,311,217
4157,637.076472,0.7417,672641.53,636.3652,637,-365
4158,227.107758,0.7404,1785654.9,226.8542,227,146
4159,767.270941,0.7401,560781.43,766.4143,767,-414
4160,271.096732,0.6257,1448680.63,270.7941,271,206
4161,285.112303,0.7394,1420500.23,284.794,285,206
4162,641.118901,0.3216,668231.6,640.4031,641,-403
4163,655.134554,0.5923,625775.74,654.4031,655,-403
4164,669.150218,0.6333,601332.75,668.4031,669,-403
4165,683.165891,0.7392,610570.68,682.4032,683,-403
4166,711.197204,0.5432,600732.75,710.4032,711,-403
4167,725.212917,0.3947,488396.72,724.4033,725,-403
4168,739.228506,0.3573,556160.69,738.4032,739,-403
4169,359.141048,0.7385,968571.74,358.7401,359,260
4170,651.124587,0.3438,610818.36,650.3976,651,-398
4171,665.140069,0.5637,596768.82,664.3975,665,-397
4172,679.155802,0.7376,608786.67,678.3976,679,-398
4173,707.187035,0.6687,610503.77,706.3975,707,-397
4174,721.202728,0.5546,566317.48,720.3975,721,-398
4175,735.218402,0.4014,538353.09,734.3976,735,-398
4176,749.233977,0.3132,468641.2,748.3975,749,-397
4177,490.934543,0.7366,894329.07,490.3864,491,-386
4178,667.254944,0.7349,551418.7,666.51,667,490
4179,305.130495,0.7326,1293062.1,304.7898,305,210
4180,775.129302,0.7323,537398.36,774.2639,775,-264
4181,627.229502,0.7313,641866.32,626.5292,627,471
4182,266.802061,0.7312,1609477.85,266.5042,267,496
4183,759.22951,0.459,543206.57,758.3819,759,-382
4184,773.245249,0.5063,525609.27,772.382,773,-382
4185,787.260887,0.558,568354.94,786.3819,787,-382
4186,801.276476,0.7303,542589.41,800.3819,801,-382
4187,829.307884,0.5109,519326.69,828.382,829,-382
4188,843.323388,0.4067,478872.35,842.3819,843,-382
4189,463.160277,0.7293,326026.59,462.6432,463,357
4190,491.191434,0.3991,282484.97,490.643,491,357
4191,505.207015,0.3696,1170282.23,504.643,505,357
4192,799.53584,0.3298,332988.79,798.6432,799,357
4193,637.040074,0.335,620436.1,636.3288,637,-329
4194,651.055711,0.5574,659615.95,650.3288,651,-329
4195,665.071349,0.7247,603704.62,664.3288,665,-329
4196,679.087083,0.7282,613521.74,678.3289,679,-329
4197,707.118329,0.5099,612517.59,706.3289,707,-329
4198,721.134078,0.3796,591526.62,720.329,721,-329
4199,297.115097,0.7272,1323688.38,296.7834,297,217
4200,664.98739,0.53,598522.8,664.245,665,-245
4201,679.003049,0.7269,639627.2,678.245,679,-245
4202,707.034379,0.3106,565882.84,706.245,707,-245
4203,315.114855,0.7263,1200242.61,314.763,315,237
4204,343.146147,0.5408,1148437.13,342.763,343,237
4205,317.13829,0.7263,1353241.41,316.7842,317,216
4206,293.094125,0.4976,1332423.43,292.7669,293,233
4207,307.10976,0.6987,1270033.18,306.7669,307,233
4208,321.125406,0.7263,1195750.87,320.7669,321,233
4209,349.156689,0.4264,982220.03,348.7669,349,233
4210,463.126499,0.726,901981.58,462.6094,463,391
4211,442.96482,0.3647,957802.33,442.4703,443,-470
4212,456.980467,0.7246,878449.48,456.4703,457,-470
4213,485.011783,0.3662,829083.76,484.4703,485,-470
4214,693.171397,0.7238,615633.37,692.3975,693,-398
4215,631.155709,0.7236,667741.33,630.4511,631,-451
4216,299.044908,0.7212,1314035.19,298.711,299,289
4217,429.050417,0.4929,1025530.52,428.5714,429,429
4218,443.066062,0.6567,962324.02,442.5714,443,429
4219,457.081717,0.6909,918702.62,456.5714,457,429
4220,471.097362,0.7195,867411.52,470.5714,471,429
4221,499.128698,0.3842,888561.95,498.5714,499,429
4222,723.076829,0.4194,546732.54,722.2695,723,-270
4223,737.092496,0.5849,568651.42,736.2696,737,-270
4224,751.10816,0.7177,501128.88,750.2696,751,-270
4225,779.139511,0.4732,458621.7,778.2696,779,-270
4226,793.155156,0.4648,510616.16,792.2696,793,-270
4227,807.170757,0.3747,495421.26,806.2696,807,-270
4228,233.066048,0.7172,1576330.7,232.8058,233,194
4229,547.166913,0.4935,682064.02,546.556,547,444
4230,561.182571,0.7141,693143.02,560.556,561,444
4231,589.213878,0.5767,719923.97,588.556,589,444
4232,603.22952,0.4708,732092.6,602.556,603,444
4233,617.245154,0.2937,652175.42,616.556,617,444
4234,738.987965,0.3118,497062.67,738.1629,739,-163
4235,753.00351,0.6017,574002.52,752.1628,753,-163
4236,767.019144,0.714,540047.21,766.1628,767,-163
4237,795.050494,0.6283,541213.6,794.1629,795,-163
4238,809.066178,0.5462,513973.98,808.1629,809,-163
4239,823.081755,0.3007,456498.12,822.1628,823,-163
4240,239.076583,0.7127,1435462.41,238.8097,239,190
4241,329.130499,0.7119,1135477.89,328.763,329,237
4242,345.140221,0.7111,1035978.71,344.7549,345,245
4243,619.15574,0.7111,625055.26,618.4645,619,-464
4244,548.940016,0.5073,749790.24,548.3272,549,-327
4245,562.955695,0.711,746075.25,562.3272,563,-327
4246,590.987009,0.3334,780639.47,590.3272,591,-327
4247,693.066262,0.4081,627477.79,692.2925,693,-292
4248,707.081942,0.6087,587348.52,706.2925,707,-293
4249,721.097618,0.603,561663.59,720.2925,721,-293
4250,735.113242,0.7105,558504.84,734.2925,735,-293
4251,763.144545,0.4331,560867.98,762.2925,763,-293
4252,481.137082,0.7094,897431.12,480.5999,481,400
4253,648.956094,0.4273,654088.95,648.2316,649,-232
4254,662.971776,0.6803,649964.1,662.2316,663,-232
4255,676.987395,0.7067,645555.64,676.2316,677,-232
4256,705.01868,0.5876,562179.51,704.2316,705,-232
4257,719.034352,0.462,574508.13,718.2316,719,-232
4258,733.05,0.3252,514988.05,732.2316,733,-232
4259,417.120997,0.7067,976829.86,416.6553,417,345
4260,527.123614,0.7063,779230.48,526.5351,527,465
4261,329.097502,0.4622,1124481.91,328.7301,329,270
4262,343.11316,0.705,1042493.72,342.7301,343,270
4263,191.071846,0.7034,1692163.29,190.8585,191,141
4264,310.901988,0.7029,1242918.04,310.5549,311,445
4265,517.283572,0.7028,790034.8,516.706,517,294
4266,333.029252,0.5853,1122832,332.6574,333,343
4267,347.0449,0.7022,1082916.57,346.6574,347,343
4268,545.183613,0.7001,726274.63,544.5749,545,425
4269,441.120997,0.6988,978658.96,440.6285,441,371
4270,393.120979,0.698,952270,392.6821,393,318
4271,547.119316,0.6971,665584.45,546.5085,547,492
4272,753.1239,0.6971,550504.2,752.2831,753,-283
4273,741.087408,0.5278,566458.43,740.26,741,-260
4274,755.103091,0.6859,535396.6,754.2601,755,-260
4275,769.118768,0.6964,544852.38,768.2601,769,-260
4276,797.149966,0.5536,491462.4,796.26,797,-260
4277,811.165694,0.4659,506059.22,810.2601,811,-260
4278,644.982298,0.3662,637614.44,644.2622,645,-262
4279,658.99795,0.6941,620460.75,658.2622,659,-262
4280,687.029265,0.3493,632148.85,686.2622,687,-262
4281,289.109109,0.692,1291975.13,288.7863,289,214
4282,575.198228,0.6919,731146.8,574.556,575,444
4283,491.161753,0.6917,813858.11,490.6134,491,387
4284,693.102684,0.6913,611675.04,692.3289,693,-329
4285,705.003436,0.3812,580801.65,704.2163,705,-216
4286,719.019181,0.6509,522073.62,718.2164,719,-216
4287,733.034766,0.6904,550605.99,732.2164,733,-216
4288,429.134368,0.5888,954269.67,428.6553,429,345
4289,443.150036,0.5988,930791.12,442.6553,443,345
4290,457.165669,0.6901,887802.43,456.6553,457,345
4291,485.197014,0.499,881202.98,484.6553,485,345
4292,499.212617,0.3958,914856.02,498.6553,499,345
4293,611.108333,0.3671,697250.8,610.4261,611,-426
4294,625.12404,0.523,673681.97,624.4261,625,-426
4295,639.13964,0.6163,633002.72,638.4261,639,-426
4296,653.155364,0.6895,638497.39,652.4261,653,-426
4297,681.186634,0.5083,629545.76,680.4261,681,-426
4298,695.202354,0.4718,571768.25,694.4262,695,-426
4299,323.112426,0.6886,1373817.22,322.7517,323,248
4300,708.977219,0.4362,599340.71,708.1857,709,-186
4301,722.992856,0.6,556737.52,722.1857,723,-186
4302,737.008507,0.6798,577903.1,736.1857,737,-186
4303,751.024192,0.6886,543083,750.1857,751,-186
4304,779.055473,0.4356,527930.29,778.1857,779,-186
4305,793.071158,0.4501,519988.62,792.1857,793,-186
4306,753.03987,0.6881,535042.43,752.1991,753,-199
4307,759.1191,0.6873,549405.66,758.2716,759,-272
4308,553.055284,0.6865,777696.74,552.4378,553,-438
4309,237.077498,0.6855,1452787.15,236.8128,237,187
4310,341.10759,0.6848,1321157.85,340.7268,341,273
4311,445.156288,0.6843,877601.32,444.6593,445,341
4312,523.008367,0.4287,820231.16,522.4245,523,-424
4313,537.023986,0.6577,805884.2,536.4244,537,-424
4314,551.039623,0.6836,771797.14,550.4244,551,-424
4315,579.070956,0.4919,721597.45,578.4245,579,-424
4316,593.086653,0.4041,635662.33,592.4245,593,-425
4317,835.066553,0.6828,503561.68,834.1342,835,-134
4318,619.119366,0.3898,627742.53,618.4281,619,-428
4319,633.135087,0.4811,574413.71,632.4282,633,-428
4320,647.150656,0.6199,652035.43,646.4281,647,-428
4321,661.166319,0.6828,625567.14,660.4282,661,-428
4322,689.197639,0.3305,660344.8,688.4282,689,-428
4323,555.087988,0.3824,634645.83,554.4683,555,-468
4324,569.103666,0.6825,644630.56,568.4683,569,-468
4325,597.134988,0.4598,672269.75,596.4683,597,-468
4326,611.150669,0.3949,688348.96,610.4683,611,-468
4327,625.166278,0.304,661355.19,624.4683,625,-468
4328,497.029086,0.6824,888822.49,496.4742,497,-474
4329,678.966744,0.4607,629340.47,678.2087,679,-209
4330,692.98234,0.6512,602183.52,692.2087,693,-209
4331,706.997982,0.674,605009.33,706.2087,707,-209
4332,721.01363,0.642,587221.46,720.2087,721,-209
4333,735.029273,0.6821,567501.75,734.2086,735,-209
4334,763.060534,0.433,492956.88,762.2086,763,-209
4335,253.071023,0.681,1500790.78,252.7885,253,212
4336,701.208825,0.3415,601216.57,700.426,701,-426
4337,715.224504,0.4758,618187.48,714.426,715,-426
4338,729.240102,0.5816,559461.02,728.4259,729,-426
4339,743.255778,0.6808,565245.58,742.426,743,-426
4340,771.287084,0.5579,551952.43,770.426,771,-426
4341,785.302809,0.3569,500033.19,784.4261,785,-426
4342,799.318299,0.3268,511704.78,798.4259,799,-426
4343,177.056137,0.6789,2003533.35,176.8585,177,142
4344,373.120333,0.4664,923603.14,372.7038,373,296
4345,387.135987,0.529,971207.59,386.7038,387,296
4346,401.151655,0.6782,1018848.99,400.7038,401,296
4347,429.182951,0.4837,933376.4,428.7038,429,296
4348,329.138192,0.6778,1395420.51,328.7707,329,229
4349,193.051248,0.3201,679769.5,192.8357,193,164
4350,221.082509,0.6771,1126322.03,220.8357,221,164
4351,663.124459,0.3522,629805.27,662.3841,663,-384
4352,677.140163,0.4237,638811.33,676.3842,677,-384
4353,691.155696,0.6131,593414.48,690.3841,691,-384
4354,705.171394,0.6597,614829.54,704.3841,705,-384
4355,719.187031,0.677,549591.76,718.3841,719,-384
4356,747.218338,0.4124,503638.61,746.3841,747,-384
4357,761.233983,0.352,537493.35,760.3841,761,-384
4358,727.203348,0.2736,579966.33,726.3915,727,-391
4359,755.234671,0.5095,523723.68,754.3915,755,-391
4360,769.250281,0.6763,536294.27,768.3914,769,-391
4361,797.281581,0.6608,538194.38,796.3915,797,-391
4362,811.297346,0.5976,515506.8,810.3916,811,-392
4363,825.313008,0.4459,532047.03,824.3916,825,-392
4364,839.328686,0.377,503624,838.3916,839,-392
4365,440.985541,0.6762,973182.25,440.4932,441,-493
4366,703.024189,0.6736,622489.08,702.2393,703,-239
4367,631.11933,0.3359,674484.74,630.4147,631,-415
4368,645.135013,0.6528,727791.93,644.4148,645,-415
4369,659.15066,0.627,643154.14,658.4148,659,-415
4370,673.16632,0.6731,592230.79,672.4148,673,-415
4371,701.197588,0.4447,595326.54,700.4147,701,-415
4372,745.08237,0.3624,550645.03,744.2505,745,-251
4373,759.098041,0.5277,539863.91,758.2505,759,-251
4374,773.113696,0.6724,524739.21,772.2506,773,-251
4375,801.145079,0.6403,531783.03,800.2506,801,-251
4376,815.160631,0.4501,502105.67,814.2505,815,-251
4377,415.167296,0.6724,1057883.78,414.7038,415,296
4378,591.109133,0.4414,602345.12,590.4492,591,-449
4379,605.124828,0.6721,552416.35,604.4492,605,-449
4380,645.113819,0.2745,560103.11,644.3936,645,-394
4381,659.129524,0.4875,625927.88,658.3936,659,-394
4382,673.14524,0.6051,639852.59,672.3937,673,-394
4383,687.160794,0.6717,603609.83,686.3936,687,-394
4384,715.192176,0.6066,563978.58,714.3937,715,-394
4385,729.20783,0.5433,544731.18,728.3937,729,-394
4386,743.223474,0.4051,521276.48,742.3937,743,-394
4387,321.096787,0.6703,1433070.4,320.7383,321,262
4388,511.196408,0.6698,272904.1,510.6257,511,374
4389,783.134406,0.6689,520991.71,782.2601,783,-260
4390,293.018111,0.668,1424360.89,292.691,293,309
4391,607.029526,0.2985,731855.27,606.3518,607,-352
