Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,KMD
1583,756.29549,0.3286,544479.79,755.451,756,-451
1584,770.311103,0.2802,545095.75,769.451,770,-451
1585,774.28485,0.4392,570249.82,773.4203,774,-420
1586,416.059249,0.3875,959197.06,415.5947,416,405
1587,430.074898,0.4386,1001999.6,429.5947,430,405
1588,213.345762,0.4378,1032581.54,213.1076,214,-108
1589,434.150424,0.4367,990407.66,433.6657,434,334
1590,516.096403,0.4364,780500.41,515.5202,516,480
1591,464.011674,0.4348,881866.79,463.4936,464,-494
1592,410.134542,0.434,1009076.68,409.6766,410,323
1593,436.129724,0.3824,981603.54,435.6428,436,357
1594,450.145376,0.4339,900363.09,449.6428,450,357
1595,880.354972,0.4329,378430.57,879.372,880,-372
1596,360.033016,0.4324,1035018.24,359.631,360,369
1597,460.184709,0.4309,882194.37,459.6709,460,329
1598,522.101166,0.3879,775343.31,521.5182,522,482
1599,536.116802,0.4298,794009.91,535.5182,536,482
1600,564.148076,0.315,784186.17,563.5182,564,482
1601,272.066426,0.4293,1293469.84,271.7626,272,237
1602,654.5977,0.429,122731.08,653.8668,654,133
1603,416.139907,0.4287,814071.49,415.6753,416,325
1604,676.064995,0.2773,669779.24,675.3101,676,-310
1605,690.080596,0.4278,517912.35,689.3101,690,-310
1606,764.452583,0.4265,317020.81,763.599,764,401
1607,740.243016,0.2986,511391.8,739.4165,740,-417
1608,754.258694,0.4258,584195.53,753.4165,754,-417
1609,782.290009,0.3115,497687.4,781.4165,782,-417
1610,796.305713,0.303,556166.78,795.4166,796,-417
1611,192.042826,0.3357,2189867.91,191.8284,192,172
1612,206.058466,0.4256,2004380.23,205.8284,206,172
1613,199.227979,0.4256,1243321.27,199.0055,200,-6
1614,738.248557,0.4208,592303.45,737.4243,738,-424
1615,752.264185,0.4255,592187.58,751.4242,752,-424
1616,780.295563,0.2942,544357.93,779.4243,780,-424
1617,654.594255,0.4234,122492.09,653.8634,654,137
1618,528.174537,0.333,784867.27,527.5848,528,415
1619,542.190165,0.3583,708025.89,541.5848,542,415
1620,556.205807,0.3146,674987.29,555.5848,556,415
1621,570.221516,0.4217,688805.9,569.5848,570,415
1622,482.106227,0.4217,872619.62,481.5679,482,432
1623,344.127916,0.4214,1044508.14,343.7437,344,256
1624,442.074925,0.399,942832.96,441.5813,442,419
1625,456.090548,0.4212,876625.73,455.5813,456,419
1626,906.533703,0.421,183465.6,905.5215,906,478
1627,269.544368,0.4193,1286120.05,269.2434,270,-243
1628,774.148505,0.418,418328.56,773.2841,774,-284
1629,662.217217,0.297,658576.14,661.4778,662,-478
1630,676.232933,0.4013,653313.08,675.4779,676,-478
1631,690.248533,0.4177,551471.32,689.4778,690,-478
1632,718.27986,0.2857,586371.71,717.4779,718,-478
1633,348.113633,0.4175,968959.84,347.7249,348,275
1634,518.106195,0.3845,804304.15,517.5277,518,472
1635,532.121853,0.4165,776928.96,531.5277,532,472
1636,408.069412,0.4133,981089.1,407.6138,408,386
1637,464.095626,0.4131,829553.19,463.5774,464,423
1638,428.080383,0.4117,958183.21,427.6024,428,398
1639,396.069407,0.3805,996023.24,395.6272,396,373
1640,410.085063,0.4112,960520.87,409.6272,410,373
1641,440.095632,0.4111,949316.14,439.6042,440,396
1642,832.290963,0.4109,460010.37,831.3617,832,-362
1643,404.059252,0.4104,999312.65,403.6081,404,392
1644,242.058457,0.4101,1672445.74,241.7882,242,212
1645,500.101518,0.4092,833379.29,499.5431,500,457
1646,544.333223,0.4087,487553.81,543.7254,544,274
1647,956.309019,0.4082,234008.54,955.2413,956,-241
1648,534.101162,0.38,800718.63,533.5048,534,495
1649,548.116808,0.3781,753625.32,547.5048,548,495
1650,562.132454,0.408,678155.21,561.5048,562,495
1651,444.090549,0.4079,919845.52,443.5947,444,405
1652,790.279914,0.3444,576897.1,789.3975,790,-398
1653,804.295461,0.4072,473778.77,803.3974,804,-398
1654,554.127354,0.3386,774594.59,553.5086,554,491
1655,568.143046,0.4043,655835.15,567.5087,568,491
1656,426.108977,0.4016,955776.22,425.6332,426,367
1657,284.106791,0.4009,1367183.82,283.7896,284,210
1658,727.949057,0.4006,234261.37,727.1363,728,-136
1659,550.012091,0.3704,796549.35,549.398,550,-398
1660,564.027728,0.4001,747849.73,563.398,564,-398
1661,592.05904,0.327,795637.92,591.398,592,-398
1662,606.074738,0.296,687579.64,605.398,606,-398
1663,684.21682,0.2915,515464.24,683.4529,684,-453
1664,698.232623,0.3245,580822.01,697.453,698,-453
1665,712.248184,0.3708,525788.1,711.4529,712,-453
1666,726.263785,0.3998,541327.49,725.4529,726,-453
1667,754.29512,0.3477,582988.23,753.4529,754,-453
1668,653.789661,0.397,529665.73,653.0597,654,-60
1669,537.943358,0.3453,755334.16,537.3427,538,-343
1670,551.959038,0.3962,741196.19,551.3427,552,-343
1671,756.274499,0.3961,542650.31,755.4301,756,-430
1672,516.027725,0.396,793571.94,515.4516,516,-452
1673,492.090579,0.3641,849033.4,491.5411,492,459
1674,506.106227,0.367,841535.73,505.5411,506,459
1675,520.121891,0.3958,846176.61,519.5411,520,459
1676,698.217265,0.2732,653731.23,697.4377,698,-438
1677,712.232901,0.3089,598678.1,711.4377,712,-438
1678,726.248651,0.3503,601415.17,725.4378,726,-438
1679,740.264233,0.3648,536820.39,739.4377,740,-438
1680,754.279888,0.3954,573569.45,753.4377,754,-438
1681,404.149068,0.3954,916114.22,403.6978,404,302
1682,392.108709,0.3953,1000831.29,391.6709,392,329
1683,420.05415,0.3946,996689.77,419.5851,420,415
1684,564.111712,0.3233,681979.66,563.4819,564,-482
1685,578.127336,0.3739,743655.28,577.4818,578,-482
1686,592.142999,0.3943,607985.61,591.4818,592,-482
1687,620.174346,0.2814,630087.73,619.4819,620,-482
1688,586.222318,0.3925,731885.22,585.5678,586,432
1689,744.237937,0.3576,587725.85,743.407,744,-407
1690,758.253659,0.3925,627661.92,757.407,758,-407
1691,786.284956,0.3297,479665.19,785.407,786,-407
1692,800.300686,0.3858,567240.79,799.4071,800,-407
1693,624.201578,0.2979,671087.57,623.5046,624,495
1694,652.232834,0.3901,656639.12,651.5046,652,495
1695,772.269357,0.3889,515681.18,771.4071,772,-407
1696,546.190966,0.3888,753603.94,545.5811,546,419
1697,444.07528,0.3888,841812.97,443.5794,444,421
1698,880.363369,0.3863,467823.22,879.3804,880,-380
1699,766.280008,0.3849,538756.38,765.4244,766,-424
1700,408.054172,0.3848,1072179.27,407.5986,408,401
1701,546.107042,0.3846,713888.26,545.4973,546,-497
1702,570.185191,0.2876,677471.35,569.5485,570,451
1703,584.200731,0.3386,628251.63,583.5484,584,452
1704,598.216394,0.3833,640527.69,597.5485,598,451
1705,626.247758,0.2729,627597.43,625.5485,626,451
1706,880.802415,0.3825,283908.99,879.819,880,181
1707,438.145382,0.3821,971739.19,437.6562,438,344
1708,688.232901,0.3421,664950.61,687.4645,688,-465
1709,702.248605,0.3821,594371.23,701.4645,702,-465
1710,730.279824,0.3334,577751.12,729.4644,730,-465
1711,438.133399,0.3815,859623.65,437.6442,438,356
1712,582.122306,0.3593,642110.28,581.4723,582,-472
1713,610.153642,0.3815,616200.31,609.4724,610,-472
1714,256.074095,0.3815,1534353.83,255.7882,256,212
1715,742.27991,0.3814,565790.2,741.4511,742,-451
1716,285.996225,0.3814,1312658.32,285.6769,286,323
1717,934.306178,0.38,129744,933.263,934,-263
1718,750.248572,0.2977,555452.76,749.4109,750,-411
1719,764.26426,0.3404,577788.22,763.4109,764,-411
1720,778.279875,0.3792,539109.7,777.4109,778,-411
1721,740.279446,0.3792,591013.12,739.4529,740,-453
1722,890.987687,0.3657,486121.2,889.9929,890,7
1723,905.003186,0.3791,454288.14,903.9927,904,7
1724,530.135693,0.3786,356815.09,529.5438,530,456
1725,406.139605,0.3776,1013095.96,405.6861,406,314
1726,410.119271,0.3774,1038673.25,409.6614,410,339
1727,934.316238,0.3767,219533.31,933.273,934,-273
1728,920.228716,0.3764,254507.22,919.2012,920,-201
1729,514.281647,0.3764,105662.43,513.7074,514,293
1730,788.264256,0.333,546685.07,787.3841,788,-384
1731,802.2799,0.3755,516971.79,801.3841,802,-384
1732,470.10624,0.3749,785375.08,469.5813,470,419
1733,948.878535,0.3746,412964.17,947.8191,948,181
1734,422.085072,0.3745,1079660.62,421.6138,422,386
1735,580.022652,0.2868,744413.86,579.375,580,-375
1736,594.038317,0.3251,671456.77,593.375,594,-375
1737,608.053968,0.3315,663591.3,607.375,608,-375
1738,622.069694,0.3744,713195.25,621.3751,622,-375
1739,550.132447,0.3739,809936.37,549.5182,550,482
1740,906.527885,0.3738,416463.21,905.5157,906,484
1741,650.217199,0.3334,587183.92,649.4912,650,-491
1742,664.232867,0.3733,690917.66,663.4912,664,-491
1743,692.264188,0.2907,533736.31,691.4912,692,-491
1744,744.022445,0.3462,567390.11,743.1917,744,-192
1745,758.03821,0.3728,461554.13,757.1918,758,-192
1746,538.095932,0.3466,584389.84,537.4951,538,-495
1747,552.111695,0.3393,703142.75,551.4952,552,-495
1748,566.12743,0.3727,668274.09,565.4953,566,-495
1749,880.343102,0.3726,256037.22,879.3602,880,-360
1750,843.949217,0.3724,346895.78,843.0069,844,-7
1751,612.195729,0.3187,688956.44,611.5122,612,488
1752,626.211351,0.3243,615492.65,625.5122,626,488
1753,640.227019,0.3722,630662.64,639.5122,640,488
1754,668.258339,0.3692,581123.44,667.5122,668,488
1755,682.273971,0.3429,603930.29,681.5122,682,488
1756,514.096026,0.3232,880681.41,513.522,514,478
1757,528.111697,0.3716,860613.69,527.522,528,478
1758,556.143024,0.2819,725069.99,555.5221,556,478
1759,602.127411,0.3706,532054.02,601.4551,602,-455
1760,630.158698,0.3291,717486.86,629.4551,630,-455
1761,832.295118,0.3705,254997.19,831.3658,832,-366
1762,942.46211,0.3698,280602.63,941.4098,942,-410
1763,404.108694,0.3687,1052222.57,403.6575,404,342
1764,698.437532,0.2774,577027.1,697.6577,698,342
1765,678.248544,0.3684,579443.85,677.4912,678,-491
1766,832.299927,0.3673,437163.62,831.3706,832,-371
1767,832.277056,0.367,253591.16,831.3478,832,-348
1768,880.77519,0.3667,387839.57,879.7918,880,208
1769,624.237947,0.3662,652351.5,623.541,624,459
1770,534.137523,0.3658,786584.08,533.5411,534,459
1771,424.150167,0.3651,987783.48,423.6766,424,323
1772,948.854696,0.3643,422624.18,947.7953,948,205
1773,612.232118,0.3632,669236.76,611.5485,612,451
1774,478.160794,0.3627,1000124.14,477.6269,478,373
1775,452.149083,0.3621,926689.48,451.6442,452,356
1776,702.767794,0.3618,394169.96,701.9831,702,17
1777,727.945003,0.3616,496939.95,727.1322,728,-132
1778,916.43246,0.3615,53863.83,915.4092,916,-409
1779,764.441474,0.3604,222124.91,763.5879,764,412
1780,577.876166,0.3597,405875.11,577.2309,578,-231
1781,530.112044,0.3597,920460.06,529.5201,530,480
1782,508.045342,0.3595,878951.76,507.4781,508,-478
1783,704.264284,0.2808,669972.49,703.4779,704,-478
1784,218.075122,0.3594,1831735.52,217.8316,218,168
1785,770.253669,0.3015,490556.34,769.3936,770,-394
1786,798.284966,0.3581,497308.33,797.3936,798,-394
1787,810.079151,0.3575,222404.72,809.1747,810,-175
1788,768.295452,0.3569,547967.05,767.4376,768,-438
1789,774.143955,0.3567,125450.09,773.2796,774,-280
1790,546.101131,0.3167,795789.89,545.4914,546,-491
1791,560.116811,0.3516,734523.32,559.4914,560,-491
1792,574.132452,0.3565,735551.25,573.4914,574,-491
1793,448.150171,0.3565,879429.09,447.6498,448,350
1794,714.011879,0.3558,568513.67,713.2146,714,-215
1795,810.16241,0.3556,118752.55,809.2578,810,-258
1796,810.160414,0.3544,118673.49,809.2558,810,-256
1797,634.054527,0.2917,678236.79,633.3466,634,-347
1798,662.085721,0.354,580820.63,661.3465,662,-347
1799,668.221918,0.3381,566407.54,667.4758,668,-476
1800,682.237546,0.3276,548001.25,681.4758,682,-476
1801,696.253223,0.3533,616419.93,695.4758,696,-476
1802,728.027542,0.3532,594941.88,727.2147,728,-215
1803,206.075131,0.3531,1926101.93,205.845,206,155
1804,948.868467,0.3529,366092.69,947.809,948,191
1805,776.30059,0.3529,522099.62,775.4338,776,-434
1806,534.017155,0.352,857294.03,533.4209,534,-421
1807,704.09618,0.352,589714.61,703.31,704,-310
1808,947.013839,0.3518,445500.59,945.9564,946,43
1809,574.048489,0.3517,736957.89,573.4075,574,-408
1810,816.295503,0.3509,507006.88,815.3841,816,-384
1811,774.033028,0.3498,533040.07,773.1688,774,-169
1812,794.311672,0.3498,335535.49,793.4248,794,-425
1813,492.180394,0.3498,779897.26,491.6308,492,369
1814,744.259163,0.3126,576476.08,743.4282,744,-428
1815,758.274699,0.348,572518.26,757.428,758,-428
1816,934.303767,0.3478,572313.04,933.2606,934,-261
1817,634.069594,0.2719,691244.13,633.3616,634,-362
1818,648.085282,0.3477,668330.98,647.3617,648,-362
1819,590.043335,0.3107,648045.15,589.3845,590,-385
1820,604.059112,0.3281,635288.9,603.3846,604,-385
1821,618.07474,0.3476,727275.96,617.3846,618,-385
1822,694.457048,0.3473,430569.1,693.6817,694,318
1823,576.395013,0.3468,636863.41,575.7514,576,249
1824,826.640773,0.3467,366603.21,825.7178,826,282
1825,525.978771,0.3464,773517.53,525.3915,526,-392
1826,600.064094,0.3456,684955.79,599.3941,600,-394
1827,560.206672,0.3453,796388.39,559.5812,560,419
1828,546.122256,0.3452,763616.32,545.5125,546,487
1829,616.059031,0.344,710789.35,615.3712,616,-371
1830,792.043564,0.3428,529028.45,791.1592,792,-159
1831,662.384109,0.3428,448288.38,661.6445,662,355
1832,612.048936,0.3427,643732.78,611.3656,612,-366
1833,640.080405,0.27,617486.82,639.3657,640,-366
1834,716.111535,0.2766,551190.93,715.312,716,-312
1835,730.127038,0.3426,396430.04,729.3118,730,-312
1836,727.940961,0.3425,371428.1,727.1282,728,-128
1837,640.057294,0.3422,648905.25,639.3426,640,-343
1838,590.127339,0.3013,759440.75,589.4684,590,-468
1839,604.142997,0.3421,707231.69,603.4684,604,-469
1840,564.248509,0.3414,527962.68,563.6185,564,381
1841,736.74588,0.3414,357056.58,735.9233,736,77
1842,906.52552,0.3403,427301.12,905.5133,906,487
1843,113.56241,0.3397,3712932.52,113.4356,114,-436
1844,520.106669,0.3397,727867.41,519.5259,520,474
1845,784.116945,0.3387,317063.18,783.2414,784,-242
1846,664.164164,0.3384,610601.68,663.4226,664,-423
1847,880.339147,0.3379,620638.04,879.3562,880,-356
1848,736.741433,0.3374,130543.95,735.9188,736,81
1849,868.164561,0.3366,240538.41,867.1952,868,-195
1850,666.248544,0.3354,631883.61,665.5046,666,495
1851,570.122284,0.3235,625465.3,569.4857,570,-486
1852,584.137907,0.3354,743421.37,583.4857,584,-486
1853,949.029579,0.3352,403901.98,947.9699,948,30
1854,580.143028,0.3352,761690.37,579.4953,580,-495
1855,920.187696,0.3345,233130.65,919.1603,920,-160
1856,640.059009,0.3339,536395.39,639.3444,640,-344
1857,668.090446,0.2815,653942.3,667.3445,668,-345
1858,826.646818,0.3339,519133.14,825.7238,826,276
1859,234.053362,0.3337,1647591.44,233.792,234,208
1860,736.73022,0.3329,603800.83,735.9076,736,92
1861,956.273946,0.3326,319149.65,955.2062,956,-206
1862,504.1117,0.332,903554.5,503.5488,504,451
1863,582.038356,0.3319,680962.57,581.3885,582,-389
1864,610.069571,0.286,692148.38,609.3884,610,-388
1865,542.12735,0.3314,770438.13,541.522,542,478
1866,906.547315,0.3313,170531.81,905.5351,906,465
1867,764.445385,0.3312,308030.35,763.5918,764,408
1868,720.091071,0.3309,590460.31,719.2871,720,-287
1869,784.112462,0.3302,509692.68,783.237,784,-237
1870,608.127741,0.33,543731.15,607.4487,608,-449
1871,600.645715,0.33,642405.27,599.9751,600,25
1872,880.367224,0.33,335157.75,879.3842,880,-384
1873,536.032817,0.3299,718508.54,535.4343,536,-434
1874,920.99946,0.3298,291290.36,919.9711,920,29
1875,199.230318,0.3297,1214487.74,199.0079,200,-8
1876,716.264176,0.3293,561447.99,715.4644,716,-465
1877,544.106688,0.3204,535711.06,543.4992,544,-499
1878,572.137954,0.329,666448.38,571.4991,572,-499
1879,526.132421,0.3285,867313.58,525.545,526,455
1880,654.588561,0.3285,475347.12,653.8577,654,142
1881,920.201277,0.3284,219670.49,919.1738,920,-174
1882,776.048776,0.3274,549165.17,775.1823,776,-182
1883,916.42851,0.3274,62806.22,915.4053,916,-405
1884,626.064502,0.3273,678630.74,625.3655,626,-366
1885,784.12007,0.3272,393966.68,783.2446,784,-245
1886,764.460234,0.3264,315846.16,763.6067,764,393
1887,838.006239,0.3259,293000.76,837.0706,838,-71
1888,804.043647,0.3247,543182.74,803.1459,804,-146
1889,588.132873,0.3245,720790,587.4762,588,-476
1890,586.132485,0.3245,674259.31,585.478,586,-478
1891,199.229127,0.3244,1700572.19,199.0067,200,-7
1892,654.242618,0.3243,535400.65,653.5121,654,488
1893,624.048853,0.2832,653947.63,623.3521,624,-352
1894,638.064496,0.3242,632149.25,637.3521,638,-352
1895,546.038256,0.3241,677574.28,545.4286,546,-429
1896,810.083506,0.3236,505479.17,809.179,810,-179
1897,553.99538,0.3233,600058.45,553.3768,554,-377
1898,614.263107,0.3219,396841.16,613.5773,614,423
1899,810.166748,0.3212,261317.02,809.2622,810,-262
1900,678.080665,0.3211,563827.74,677.3236,678,-324
1901,500.179593,0.3208,846918.11,499.6211,500,379
1902,906.506267,0.3208,335983.27,905.4941,906,-494
1903,788.048818,0.3203,456637.3,787.1689,788,-169
1904,792.295491,0.32,495679.59,791.4109,792,-411
1905,692.096242,0.3194,622251.75,691.3235,692,-324
1906,642.05951,0.3194,681782.36,641.3426,642,-343
1907,634.153562,0.2778,624449.01,633.4455,634,-446
1908,648.169268,0.3187,632656.51,647.4456,648,-446
1909,694.759478,0.3185,234698.87,693.9837,694,16
1910,653.771059,0.3182,313134.91,653.0411,654,-41
1911,204.079208,0.3178,1860560.3,203.8513,204,149
1912,552.027768,0.3009,804185.77,551.4114,552,-411
1913,566.043426,0.3177,725811.55,565.4114,566,-411
1914,684.001239,0.3171,618304.52,683.2375,684,-238
1915,596.053944,0.3169,744301.23,595.3884,596,-388
1916,616.143033,0.315,627743.74,615.4551,616,-455
1917,606.15871,0.3145,741425.9,605.4819,606,-482
1918,641.736449,0.3137,316621.26,641.0199,642,-20
1919,588.148057,0.3132,695785.06,587.4914,588,-491
1920,662.185011,0.3122,617910.57,661.4456,662,-446
1921,652.080313,0.3115,655697.79,651.3522,652,-352
1922,812.300643,0.3111,473500.67,811.3937,812,-394
1923,832.283317,0.311,522534.41,831.354,832,-354
1924,768.274351,0.3102,468259.88,767.4165,768,-417
1925,668.112802,0.3102,681993.02,667.3668,668,-367
1926,956.325956,0.3101,466239.05,955.2582,956,-258
1927,125.53894,0.3099,2698622.6,125.3988,126,-399
1928,972.747061,0.3098,443326.42,971.6609,972,339
1929,804.809379,0.3094,205961.36,803.9108,804,89
1930,600.201625,0.2766,725353.97,599.5315,600,468
1931,614.217217,0.3092,609647.97,613.5314,614,469
1932,988.674981,0.3087,171498.41,987.5711,988,429
1933,702.750727,0.3079,424279.4,701.9661,702,34
1934,794.324439,0.3078,566369.66,793.4375,794,-438
1935,814.280023,0.3078,451399.28,813.3708,814,-371
1936,886.754037,0.3077,415268.81,885.7639,886,236
1937,818.311234,0.3077,493453.06,817.3975,818,-398
1938,880.341303,0.307,243259.63,879.3584,880,-358
1939,213.364553,0.3067,2160202.22,213.1263,214,-126
1940,978.958138,0.306,380682.1,977.8651,978,135
1941,600.13294,0.306,678537.86,599.4629,600,-463
1942,558.053587,0.3053,732414.64,557.4305,558,-431
1943,710.268978,0.3053,640043.59,709.4759,710,-476
1944,216.079195,0.3051,1631526.27,215.8379,216,162
1945,738.263796,0.3048,580749.22,737.4395,738,-440
1946,686.100973,0.3045,618092.3,685.3349,686,-335
1947,702.080696,0.304,672458.93,701.2968,702,-297
1948,182.090402,0.2712,1845687.7,181.8871,182,113
1949,196.106042,0.3039,2112374.74,195.8871,196,113
1950,810.144365,0.3037,413350.81,809.2398,810,-240
1951,896.36708,0.3035,224288.45,895.3662,896,-366
1952,581.738814,0.3035,683950.76,581.0893,582,-89
